Alim. Car. NITENS 1;Alim. Cam. NITENS 1;Pic. Car. NITENS 1;Pic. Cam. NITENS 1;Total Alim. NITENS 1;Tiempo muerto L. corta 1;Tiempo efectivo L. corta 1;Tiempo muerto L. larga 1;Tiempo efectivo L. larga 1;Disp. L. corta 1;Disp. L. larga 1;Velocidad 1 ;Velocidad Real 1 ;PM NITENS 1;Consumo Diges. PT 1;Inv. Asti. NITENS 1;Inv. Asti. GLOBULUS 1;PM Galpon 194-1;PM Caldera 198-1;PM Secador 1;Inv. Corteza 1;Alim. Car. NITENS 2;Alim. Cam. NITENS 2;Pic. Car. NITENS 2;Pic. Cam. NITENS 2;Total Alim. NITENS 2;Tiempo muerto L. corta 2;Tiempo efectivo L. corta 2;Tiempo muerto L. larga 2;Tiempo efectivo L. larga 2;Disp. L. corta 2;Disp. L. larga 2;Velocidad 2;Velocidad Real 2;PM NITENS 2;Consumo Diges. PT 2;Inv. Asti. NITENS 2;Inv. Asti. GLOBULUS 2;PM Galpon 194-2;PM Caldera 198-2;PM Secador 2;Inv. Corteza 2;Total Astillado;Prod. Total
18;75;622;1909;2531;570;870;570;870;0,6042;0,6042;105;138;6560;6391;190443;165479;1360;1378;0;-8019;93;0;3213;0;3213;235;1205;235;1205;0,8368;0,8368;134;161;6560;6391;191601;160840;1360;1378;0;-9468;5744;6560
89;9;3075;229;3304;305;1135;305;1135;0,7882;0,7882;138;169;6071;6564;196468;172043;1139;1396;0;-8276;92;0;3178;0;3178;330;1110;335;1105;0,7708;0,7674;132;173;6071;6564;197672;167404;1139;1396;0;-9725;6482;6071
113;0;3904;0;3904;275;1165;275;1165;0,809;0,809;163;205;6854;6308;203278;178351;1359;1353;0;-8270;96;0;3316;0;3316;180;1260;120;1320;0,875;0,9167;138;158;6854;6308;204526;173712;1359;1353;0;-9719;7220;6854
141;0;4871;0;4871;150;1290;1260;180;0,8958;0,125;203;226;9023;5691;212261;184042;1018;1422;0;-8674;115;0;3973;0;3973;60;1380;175;1265;0,9583;0,8785;166;173;9023;5691;213549;179403;1018;1422;0;-10123;8844;9023
81;29;2798;738;3536;380;1060;1440;0;0,7361;0;147;197;7895;5176;220119;189218;951;1304;0;-9027;89;9;3075;229;3304;245;1195;255;1185;0,8299;0,8229;138;164;7895;5176;221444;184579;951;1304;0;-10476;6840;7895
102;2;3524;51;3575;170;1270;500;940;0,8819;0,6528;149;170;6960;5783;227039;195001;1266;1358;240;-9119;102;11;3524;280;3804;265;1175;265;1175;0,816;0,816;158;195;6960;5783;228404;190362;1266;1358;240;-10568;7378;6960
45;0;1555;0;1555;785;655;785;655;0,4549;0,4549;65;149;5655;6700;5608;6700;971;1295;0;1176;105;2;3627;51;3678;220;1220;220;1220;0,8472;0,8472;153;181;5655;6700;5655;6700;971;1295;0;-324;5233;5655
120;0;4145;0;4145;130;1310;130;1310;0,9097;0,9097;173;190;4835;6152;10400;12852;855;1366;0;665;15;0;518;0;518;1315;125;1315;125;0,0868;0,0868;22;317;4835;6152;10490;12852;855;1366;0;-835;4664;4835
61;4;2107;102;2209;655;785;655;785;0,5451;0,5451;92;167;6350;6397;16705;19249;1194;1359;0;500;107;7;3696;178;3875;135;1305;135;1305;0,9063;0,9063;161;178;6350;6397;16840;19249;1194;1359;0;-1000;6084;6350
74;0;2556;0;2556;795;645;1440;0;0,4479;0;107;258;6720;6663;23379;25912;720;1407;0;-187;96;0;3316;0;3316;455;985;1050;390;0,684;0,2708;138;193;6720;6663;23560;25912;720;1407;0;-1687;5873;6720
111;0;3835;0;3835;330;1110;1135;305;0,7708;0,2118;160;203;6859;5340;30200;31252;848;1372;0;-711;84;0;2902;0;2902;526;914;1045;395;0,6347;0,2743;121;184;6859;5340;30419;31252;848;1372;0;-2211;6736;6859
114;1;3938;25;3964;210;1230;160;1280;0,8542;0,8889;165;193;6955;6014;37113;37266;1555;1306;0;-462;80;0;2764;0;2764;260;1180;310;1130;0,8194;0,7847;115;145;6955;6014;37374;37266;1555;1306;0;-1962;6727;6955
88;1;3040;25;3065;365;1075;285;1155;0,7465;0,8021;128;170;6313;6425;54241;55853;1349;1274;0;-832;86;4;2971;102;3073;430;1010;115;1325;0,7014;0,9201;128;185;6313;6425;54632;51984;1349;1274;0;-2392;6138;6313
111;7;3835;178;4013;500;940;500;940;0,6528;0,6528;167;263;7245;5448;61448;61301;1393;1242;0;-681;84;2;2902;51;2953;725;715;275;1165;0,4965;0,809;123;242;7245;5448;61877;57432;1393;1242;0;-2241;6965;7245
116;0;4007;0;4007;345;1095;345;1095;0,7604;0,7604;167;216;8850;5842;70257;67143;1429;1334;0;-586;136;0;4698;0;4698;145;1295;30;1410;0,8993;0,9792;196;218;8850;5842;70727;63274;1429;1334;0;-2146;8705;8850
115;0;3973;0;3973;255;1185;255;1185;0,8229;0,8229;166;200;8230;6258;78443;73401;957;1220;0;-849;114;1;3938;25;3964;360;1080;960;480;0,75;0,3333;165;218;8230;6258;78957;69532;957;1220;0;-2409;7936;8384
56;0;1935;0;1935;570;870;750;690;0,6042;0,4792;81;112;6881;5966;85282;79367;1011;1183;0;-1021;130;0;4491;0;4491;313;1127;1440;0;0,7826;0;187;240;6881;5966;85838;75498;1011;1183;0;-2581;6425;9169
122;0;4215;0;4215;140;1300;1440;0;0,9028;0;176;195;8059;6275;93298;85642;798;1151;0;-1374;85;5;2936;127;3064;565;875;885;555;0,6076;0,3854;128;209;8059;6275;93897;81773;798;1151;0;-2934;7278;8290
57;0;1969;0;1969;830;610;1210;230;0,4236;0,1597;82;193;5978;4803;99242;90445;1026;1258;0;-1606;94;27;3247;687;3935;197;1243;197;1243;0,8632;0,8632;164;189;5978;4803;99875;86576;1026;1258;0;-3166;5904;5978
47;5;1624;127;1751;490;950;490;950;0,6597;0,6597;73;112;6265;4481;105476;94926;1113;1286;0;-1779;101;3;3489;76;3565;270;1170;690;750;0,8125;0,5208;149;185;6265;4481;106140;91057;1113;1286;0;-3339;5316;6265
75;0;2591;0;2591;710;730;1280;160;0,5069;0,1111;108;181;6040;5773;111475;100699;552;1254;0;-2481;99;0;3420;0;3420;410;1030;260;1180;0,7153;0,8194;143;194;6040;5773;112180;96830;552;1254;0;-4041;6011;7343
131;0;4525;0;4525;235;1205;1440;0;0,8368;0;189;230;7250;6563;118679;107262;811;997;0;-2667;71;0;2453;0;2453;600;840;385;1055;0,5833;0,7326;102;170;7250;6563;119430;103393;811;997;0;-4227;6978;7574
120;2;4145;51;4196;335;1105;1440;0;0,7674;0;175;226;6046;6231;124682;113493;621;1241;0;-3287;49;6;1693;153;1845;560;880;425;1015;0,6111;0,7049;77;138;6046;6231;125476;109624;621;1241;0;-4847;6042;7888
103;8;3558;204;3762;455;985;1135;305;0,684;0,2118;157;234;4625;6129;129264;119463;566;1300;0;-4021;13;0;449;0;449;620;820;990;450;0,5694;0,3125;35;67;4625;6129;130100;115594;566;1300;0;-5581;4591;4785
69;78;2384;1985;4369;315;1125;1440;0;0,7813;0;182;233;7075;6018;136297;124672;1081;1232;0;-4172;82;0;2833;0;2833;293;1147;293;1147;0,7965;0,7965;163;199;7075;6018;137169;120803;1081;1232;0;-5732;8273;7890
65;7;2245;178;2424;790;650;1160;280;0,4514;0,1944;101;210;6585;6061;142839;130733;788;1254;0;-4638;110;22;3800;560;4360;205;1235;205;1235;0,8576;0,8576;182;212;6585;6061;143754;126864;788;1254;0;-6198;6784;6585
72;43;2487;1095;3582;265;1175;670;770;0,816;0,5347;149;177;7226;5903;150024;136636;880;1217;0;-4975;77;39;2660;993;3653;350;1090;630;810;0,7569;0,5625;152;202;7226;5903;150980;132767;880;1217;0;-6535;7235;7226
82;21;2833;535;3367;265;1175;900;540;0,816;0,375;140;170;8388;6245;158368;142881;733;1185;0;-5427;124;8;4284;204;4487;250;1190;670;770;0,8264;0,5347;187;225;8388;6245;159368;139012;733;1185;0;-6987;7855;8388
109;0;3765;0;3765;215;1225;570;870;0,8507;0,6042;157;182;8151;6593;166473;149474;1144;1175;0;-5458;90;0;3109;0;3109;420;1020;215;1225;0,7083;0,8507;130;186;8151;6593;167519;145605;1144;1175;0;-7018;6875;8151
100;0;3455;0;3455;360;1080;655;785;0,75;0,5451;144;191;7218;6262;173647;155736;844;1163;0;-5777;95;9;3282;229;3511;310;1130;415;1025;0,7847;0,7118;146;186;7218;6262;174737;151867;844;1163;0;-7337;6965;7218
88;28;3040;713;3753;245;1195;1200;240;0,8299;0,1667;156;187;7176;6367;180779;162103;946;1258;0;-6089;92;0;3178;0;3178;480;960;480;960;0,6667;0,6667;132;200;7176;6367;181913;158234;946;1258;0;-7649;6931;7176
92;4;3178;102;3280;275;1165;275;1165;0,809;0,809;137;170;6256;6265;186991;168368;1248;970;0;-5811;87;18;3005;458;3464;320;1120;320;1120;0,7778;0,7778;144;189;6256;6265;188169;164499;1248;970;0;-7371;6744;6256
58;0;2004;0;2004;740;700;930;510;0,4861;0,3542;83;178;5716;6201;192663;174569;1162;954;0;-5603;121;0;4180;0;4180;85;1355;270;1170;0,941;0,8125;174;187;5716;6201;193885;170700;1162;954;0;-7163;6184;5716
98;51;3385;1298;4684;205;1235;1440;0;0,8576;0;195;228;7152;6294;7108;6294;749;1146;0;1103;77;0;2660;0;2660;340;1100;340;1100;0,7639;0,7639;111;146;7152;6294;7152;6294;749;1146;0;-397;7344;7152
73;0;2522;0;2522;550;890;565;875;0,6181;0,6076;105;175;4426;5808;11493;11804;787;1220;0;670;41;0;1416;0;1416;295;1145;295;1145;0,7951;0,7951;112;142;4426;5808;11576;11804;787;1220;0;-830;5216;4726
78;0;2695;0;2695;295;1145;295;1145;0,7951;0,7951;112;139;7542;5918;25624;24089;670;1084;0;-196;108;29;3731;738;4469;215;1225;1105;335;0,8507;0,2326;186;216;7542;5918;25793;24089;670;1084;0;-1696;7164;7542
95;0;3282;0;3282;305;1135;305;1135;0,7882;0,7882;137;175;7923;6380;33503;30469;1162;1119;0;-153;110;0;3800;0;3800;350;1090;350;1090;0,7569;0,7569;158;210;7923;6380;33716;30469;1162;1119;0;-1653;7082;7923
81;1;2798;25;2824;515;925;850;590;0,6424;0,4097;118;188;6756;5689;40219;36158;657;1116;0;-612;108;0;3731;0;3731;450;990;450;990;0,6875;0,6875;155;229;6756;5689;40472;36158;657;1116;0;-2112;6555;6756
90;6;3109;153;3262;90;1350;375;1065;0,9375;0,7396;136;146;7555;1340;47764;37498;897;1148;0;-863;88;24;3040;611;3651;85;1355;720;720;0,941;0,5;152;167;7555;1340;48027;37042;897;1148;0;-2147;6913;2880
73;11;2522;280;2802;275;1165;350;1090;0,809;0,7569;117;142;5705;5134;53433;42632;893;1210;0;-1180;109;1;3765;25;3791;303;1137;303;1137;0,7896;0,7896;158;197;5705;5134;53732;42176;893;1210;0;-2464;6593;5705
76;1;2625;25;2651;395;1045;395;1045;0,7257;0,7257;110;151;5045;4707;58446;47339;1142;1223;0;-1261;103;1;3558;25;3584;295;1145;295;1145;0,7951;0,7951;149;190;5045;4707;58777;46883;1142;1223;0;-2545;6235;5045
98;0;3385;0;3385;355;1085;355;1085;0,7535;0,7535;141;184;4870;5875;63274;53214;640;1220;0;-1841;82;0;2833;0;2833;475;965;475;965;0,6701;0,6701;118;169;4870;5875;63647;52758;640;1220;0;-3125;6218;4870
78;0;2695;0;2695;505;935;860;580;0,6493;0,4028;112;167;4455;5768;67689;56937;918;1153;0;-2076;51;0;1762;0;1762;300;1140;215;1225;0,7917;0,8507;148;190;4455;5768;68087;56481;918;1153;0;-3360;6244;6515
114;29;3938;738;4676;160;1280;1000;440;0,8889;0,3056;195;219;6525;6727;74167;62450;944;1073;0;-2205;42;6;1451;153;1604;705;735;450;990;0,5104;0,6875;89;202;6525;6727;74604;61994;944;1073;0;-3489;6820;7901
81;2;2798;51;2849;430;1010;345;1095;0,7014;0,7604;119;173;6140;6751;80260;69201;1271;1149;0;-2083;91;8;3144;204;3347;465;975;315;1125;0,6771;0,7813;139;205;6140;6751;80744;68745;1271;1149;0;-3367;6196;7790
53;3;1831;76;1907;280;1160;650;790;0,8056;0,5486;125;155;6280;6679;86493;75880;1120;1148;0;-2111;76;5;2625;127;2753;635;805;185;1255;0,559;0,8715;115;202;6280;6679;87024;75424;1120;1148;0;-3395;5744;6875
94;16;3247;407;3655;385;1055;1440;0;0,7326;0;152;210;6365;6280;92814;82160;773;1180;0;-2518;76;14;2625;356;2982;435;1005;610;830;0,6979;0,5764;124;182;6365;6280;93389;81704;773;1180;0;-3802;6636;6365
91;16;3144;407;3551;340;1100;340;1100;0,7639;0,7639;148;195;6824;6368;99593;88528;1195;1177;0;-2500;79;28;2729;713;3442;385;1055;385;1055;0,7326;0,7326;143;192;6824;6368;100213;88072;1195;1177;0;-3784;6993;6824
89;0;3075;0;3075;630;810;1340;100;0,5625;0,0694;128;227;6625;6504;106173;95032;688;1157;0;-2969;84;0;2902;0;2902;385;1055;385;1055;0,7326;0,7326;121;165;6625;6504;106838;94576;688;1157;0;-4253;5976;8305
105;5;3627;127;3755;215;1225;440;1000;0,8507;0,6944;156;184;7321;5868;113453;100900;1004;1110;0;-3075;99;8;3420;204;3624;250;1190;250;1190;0,8264;0,8264;151;183;7321;5868;114159;100444;1004;1110;0;-4359;7378;8017
64;7;2211;178;2389;430;1010;110;1330;0,7014;0,9236;100;131;5955;5941;119366;106841;1044;1098;0;-3129;72;26;2487;662;3149;385;1055;350;1090;0,7326;0,7569;131;178;5955;5941;120114;106385;1044;1098;0;-4413;5538;8959
75;27;2591;687;3278;205;1235;905;535;0,8576;0,3715;137;160;6205;4924;125537;111765;861;1218;0;-3486;50;4;1727;102;1829;760;680;465;975;0,4722;0,6771;76;151;6205;4924;126319;111309;861;1218;0;-4770;5107;6205
57;29;1969;738;2707;395;1045;115;1325;0,7257;0,9201;113;157;5770;6885;131259;118650;949;1288;0;-3825;67;8;2315;204;2518;575;865;255;1185;0,6007;0,8229;105;178;5770;6885;132089;118194;949;1288;0;-5109;5225;5770
76;20;2625;509;3135;280;1160;130;1310;0,8056;0,9097;131;163;7691;6907;138901;125557;1078;1292;0;-4039;91;13;3144;331;3475;395;1045;860;580;0,7257;0,4028;145;200;7691;6907;139780;125101;1078;1292;0;-5323;6609;7691
50;23;1727;585;2313;335;1105;140;1300;0,7674;0,9028;96;128;7065;6694;145919;132251;741;1264;0;-4562;54;0;1865;0;1865;390;1050;1120;320;0,7292;0,2222;136;200;7065;6694;146845;131795;741;1264;0;-5846;5585;7065
78;0;2695;0;2695;305;1135;305;1135;0,7882;0,7882;112;143;6189;6893;152060;139144;710;1236;0;-5088;126;0;4353;0;4353;275;1165;275;1165;0,809;0,809;181;225;6189;6893;153034;138688;710;1236;0;-6372;7047;6189
42;0;1451;0;1451;860;580;945;495;0,4028;0,3438;60;133;4941;6264;156957;145408;627;1256;0;-5717;111;0;3835;0;3835;320;1120;320;1120;0,7778;0,7778;160;205;4941;6264;157975;144952;627;1256;0;-7001;5285;4941
56;42;1935;1069;3004;268;1172;328;1112;0,8139;0,7722;125;154;5505;4410;162431;149818;983;1181;0;-5915;67;4;2315;102;2416;255;1185;255;1185;0,8229;0,8229;101;122;5505;4410;163480;149362;983;1181;0;-7199;5420;5505
49;35;1693;891;2584;565;875;970;470;0,6076;0,3264;108;145;6094;4282;168495;154100;816;1198;0;-6297;62;40;2142;1018;3160;345;1095;45;1395;0,7604;0,9688;132;181;6094;4282;169574;153644;816;1198;0;-7581;5744;6094
70;9;2418;229;2647;265;1175;505;935;0,816;0,6493;110;135;6980;6566;175429;160666;733;1171;0;-6735;63;34;2176;865;3042;395;1045;90;1350;0,7257;0,9375;127;173;6980;6566;176554;160210;733;1171;0;-8019;5689;6980
101;0;3489;0;3489;345;1095;710;730;0,7604;0,5069;145;185;7162;6867;182543;167533;739;1222;0;-7218;89;0;3075;0;3075;200;1240;265;1175;0,8611;0,816;128;152;7162;6867;183716;167077;739;1222;0;-8502;6564;7162
90;0;3109;0;3109;280;1160;105;1335;0,8056;0,9271;130;161;6265;7204;188758;174737;789;1247;0;-7676;79;0;2729;0;2729;415;1025;215;1225;0,7118;0,8507;114;158;6265;7204;189981;174281;789;1247;0;-8960;5838;6265
100;0;3455;0;3455;300;1140;660;780;0,7917;0,5417;144;179;7015;6721;195726;181458;551;1218;0;-8343;110;0;3800;0;3800;265;1175;625;815;0,816;0,566;158;193;7015;6721;196996;181002;551;1218;0;-9627;7255;7015
104;24;3593;611;4204;375;1065;1440;0;0,7396;0;175;243;6787;6212;6744;6212;718;1151;316;1067;88;8;3040;204;3244;285;1155;390;1050;0,8021;0,7292;135;169;6787;6212;6787;6212;718;1151;316;-433;7447;6787
89;0;3075;0;3075;445;995;675;765;0,691;0,5313;128;185;4319;6254;11019;12466;767;1274;161;560;25;0;864;0;864;1095;345;1095;345;0,2396;0,2396;36;150;4319;6254;11106;12466;767;1274;161;-940;3938;4319
115;5;3973;127;4100;258;1182;258;1182;0,8208;0,8208;171;209;4482;3590;15476;16056;752;1111;665;201;0;0;0;0;0;1440;0;1440;0;0;0;0;0;4482;3590;15588;16056;752;1111;665;-1299;4100;4482
73;7;2522;178;2700;515;925;515;925;0,6424;0,6424;113;168;3441;4940;18882;20996;643;1014;417;-170;0;0;0;0;0;1440;0;1440;0;0;0;0;0;3441;4940;19029;20996;643;1014;417;-1670;2700;3441
104;0;3593;0;3593;405;1035;235;1205;0,7188;0,8368;150;210;3995;4027;22849;25023;930;1036;632;-276;0;0;0;0;0;1440;0;1440;0;0;0;0;0;3995;4027;23024;25023;930;1036;632;-1776;3593;3995
114;0;3938;0;3938;170;1270;170;1270;0,8819;0,8819;164;186;4152;6198;26957;31221;1107;1148;609;-317;0;0;0;0;0;1440;0;1440;0;0;0;0;0;4152;6198;27176;31221;1107;1148;609;-1817;3938;4152
95;0;3282;0;3282;195;1245;605;835;0,8646;0,5799;137;157;3848;6562;34585;44820;608;883;349;-878;4;0;138;0;138;1215;225;1060;380;0,1563;0,2639;6;18;3848;6562;34899;40070;608;883;349;-2291;3420;3848
97;10;3351;255;3605;350;1090;340;1100;0,7569;0,7639;150;198;5989;6174;40531;50994;1059;1216;687;-1035;62;0;2142;0;2142;435;1005;550;890;0,6979;0,6181;89;126;5989;6174;40888;46244;1059;1216;687;-2448;5747;5989
98;1;3385;25;3411;286;1154;586;854;0,8014;0,5931;142;176;6906;6597;47391;57591;829;1188;594;-1394;92;3;3178;76;3255;415;1025;1145;295;0,7118;0,2049;136;192;6906;6597;47794;52841;829;1188;594;-2807;6665;6906
84;32;2902;815;3716;350;1090;805;635;0,7569;0,441;155;204;5937;6657;53281;64248;725;1102;445;-1771;75;1;2591;25;2616;405;1035;405;1035;0,7188;0,7188;109;152;5937;6657;53731;59498;725;1102;445;-3184;6333;5937
101;0;3489;0;3489;355;1085;850;590;0,7535;0,4097;145;191;7877;6520;61113;70768;752;961;614;-1980;107;6;3696;153;3849;288;1152;193;1247;0,8;0,866;160;200;7877;6520;61608;66018;752;961;614;-3393;7338;8031
99;2;3420;51;3471;335;1105;960;480;0,7674;0,3333;145;187;8344;6363;69412;77131;779;900;617;-2101;95;8;3282;204;3485;490;950;175;1265;0,6597;0,8785;145;223;8344;6363;69952;72381;779;900;617;-3514;6956;9501
87;0;3005;0;3005;660;780;295;1145;0,5417;0,7951;125;221;5580;5791;74952;82922;697;763;490;-2167;77;0;2660;0;2660;655;785;550;890;0,5451;0,6181;111;207;5580;5791;75532;78172;697;763;490;-3580;5665;5495
82;9;2833;229;3062;345;1095;220;1220;0,7604;0,8472;128;170;5360;5356;80274;88278;806;865;524;-2226;69;12;2384;305;2689;695;745;520;920;0,5174;0,6389;112;213;5360;5356;80892;83528;806;865;524;-3639;5751;5360
105;28;3627;713;4340;330;1110;180;1260;0,7708;0,875;181;235;6869;6215;87100;94493;946;973;582;-2253;91;7;3144;178;3322;435;1005;935;505;0,6979;0,3507;138;208;6869;6215;87761;89743;946;973;582;-3666;7662;6869
74;26;2556;662;3218;352;1088;1440;0;0,7556;0;134;180;6157;6488;93211;100981;938;1155;663;-2470;86;14;2971;356;3327;415;1025;1035;405;0,7118;0,2813;139;192;6157;6488;93918;96231;938;1155;663;-3883;6545;7562
59;0;2038;0;2038;855;585;1245;195;0,4063;0,1354;85;189;6786;3398;99973;104379;775;1070;541;-2765;110;23;3800;585;4385;390;1050;1005;435;0,7292;0,3021;188;258;6786;3398;100704;99629;775;1070;541;-4178;6562;7537
70;48;2418;1222;3640;191;1249;731;709;0,8674;0,4924;152;175;7445;5778;107378;110157;895;1157;711;-3027;69;53;2384;1349;3733;495;945;750;690;0,6563;0,4792;156;235;7445;5778;108149;105407;895;1157;711;-4440;7373;10205
100;8;3455;204;3658;215;1225;215;1225;0,8507;0,8507;152;177;8080;7212;115407;117369;927;959;667;-3059;109;10;3765;255;4020;155;1285;300;1140;0,8924;0,7917;168;189;8080;7212;116229;112619;927;959;667;-4472;7678;8080
98;0;3385;0;3385;380;1060;660;780;0,7361;0,5417;141;190;7445;7271;122802;124640;878;1051;531;-3232;83;0;2867;0;2867;465;975;365;1075;0,6771;0,7465;119;174;7445;7271;123674;119890;878;1051;531;-4645;6253;7445
73;10;2522;255;2776;640;800;850;590;0,5556;0,4097;116;213;6901;7345;129651;131985;673;913;274;-3472;79;6;2729;153;2882;365;1075;365;1075;0,7465;0,7465;120;160;6901;7345;130575;127235;673;913;274;-4885;5658;6901
98;4;3385;102;3487;285;1155;285;1155;0,8021;0,8021;145;177;6247;6757;135851;138742;1111;1127;482;-3488;72;9;2487;229;2716;480;960;310;1130;0,6667;0,7847;113;169;6247;6757;136822;133992;1111;1127;482;-4901;6204;6247
69;10;2384;255;2638;495;945;495;945;0,6563;0,6563;110;163;6885;6501;142690;145243;1206;1298;486;-3580;46;45;1589;1145;2735;375;1065;1440;0;0,7396;0;117;159;6885;6501;143707;140493;1206;1298;486;-4993;5442;6885
91;25;3144;636;3780;177;1263;572;868;0,8771;0,6028;158;180;7199;6798;149842;152041;1098;1249;513;-3731;48;17;1658;433;2091;770;670;1185;255;0,4653;0,1771;87;165;7199;6798;150906;147291;1098;1249;513;-5144;5871;7199
72;46;2487;1171;3658;321;1119;1440;0;0,7771;0;152;194;8795;6338;158592;158379;1113;1171;531;-3789;80;37;2764;942;3705;375;1065;375;1065;0,7396;0,7396;1199;1705;8795;6338;159701;153629;1113;1171;531;-5202;32425;8658
104;10;3593;255;3847;145;1295;1440;0;0,8993;0;160;178;9880;6756;168425;165135;1062;1224;549;-3951;103;18;3558;458;4016;230;1210;1060;380;0,8403;0,2639;167;200;9880;6756;169581;160385;1062;1224;549;-5364;7864;9880
69;0;2384;0;2384;285;1155;285;1155;0,8021;0,8021;99;123;7005;6822;175382;171957;550;1211;423;-4612;94;0;3247;0;3247;250;1190;1055;385;0,8264;0,2674;135;163;7005;6822;176586;167207;550;1211;423;-6025;5631;7005
85;3;2936;76;3013;240;1200;120;1320;0,8333;0,9167;126;150;7535;6828;182870;178785;877;1040;343;-4775;76;33;2625;840;3465;345;1095;1440;0;0,7604;0;144;193;7535;6828;184121;174035;877;1040;343;-6188;6478;7535
75;8;2591;204;2795;355;1085;95;1345;0,7535;0,934;116;156;8215;6981;191036;185766;1219;944;670;-4500;86;48;2971;1222;4193;320;1120;1440;0;0,7778;0;175;224;8215;6981;192336;181016;1219;944;670;-5913;6987;8215
95;0;3282;0;3282;380;1060;140;1300;0,7361;0,9028;137;184;7590;6924;7542;6924;942;709;610;1733;52;0;1796;0;1796;410;1030;1440;0;0,7153;0;117;164;7590;6924;7590;6924;942;709;610;233;6080;7590
34;31;1175;789;1964;525;915;465;975;0,6354;0,6771;105;164;5901;6393;13398;13317;562;154;221;2141;66;11;2280;280;2560;440;1000;1170;270;0,6944;0,1875;107;152;5901;6393;13491;13317;562;154;221;641;5076;5901
72;46;2487;1171;3658;225;1215;225;1215;0,8438;0,8438;167;195;7549;5788;20906;19105;953;0;0;3094;71;46;2453;1171;3624;310;1130;310;1130;0,7847;0,7847;151;192;7549;5788;21040;19105;953;0;0;1594;7627;7549
60;74;2073;1884;3956;265;1175;665;775;0,816;0,5382;165;205;7914;5006;28785;24111;923;0;0;4017;85;12;2936;305;3242;225;1215;335;1105;0,8438;0,7674;135;158;7914;5006;28954;24111;923;0;0;2517;7198;7914
97;0;3351;0;3351;300;1140;290;1150;0,7917;0,7986;140;177;8135;5631;36881;29742;916;927;506;4006;101;0;3489;0;3489;310;1130;840;600;0,7847;0,4167;145;187;8135;5631;37089;29742;916;927;506;2506;6840;8135
63;0;2176;0;2176;475;965;410;1030;0,6701;0,7153;91;138;6895;6949;43727;36691;682;1135;601;3553;77;53;2660;1349;4009;425;1015;1185;255;0,7049;0,1771;167;240;6895;6949;43984;36691;682;1135;601;2053;6185;6895
88;43;3040;1095;4135;220;1220;1440;0;0,8472;0;172;208;8335;7378;60153;51539;904;1299;727;3203;58;35;2004;891;2895;400;1040;10;1430;0,7222;0,9931;121;169;8335;7378;60514;46687;904;1299;727;1643;7029;8335
78;70;2695;1782;4476;235;1205;1440;0;0,8368;0;187;224;8735;7468;68836;59007;826;806;682;3223;71;26;2453;662;3115;235;1205;160;1280;0,8368;0,8889;130;155;8735;7468;69249;54155;826;806;682;1663;7591;8735
26;80;898;2036;2935;565;875;1440;0;0,6076;0;122;159;8140;6989;76927;65996;780;1309;615;2694;54;64;1865;1629;3495;365;1075;1045;395;0,7465;0,2743;146;195;8140;6989;77389;61144;780;1309;615;1134;6429;8140
57;69;1969;1756;3725;325;1115;1440;0;0,7743;0;155;203;7720;6777;84600;72773;796;1291;700;2199;97;9;3351;229;3580;205;1235;205;1235;0,8576;0,8576;149;174;7720;6777;85109;67921;796;1291;700;639;7305;7720
90;0;3109;0;3109;445;995;965;475;0,691;0,3299;130;188;6449;6894;91000;79667;798;1272;679;1725;87;0;3005;0;3005;350;1090;350;1090;0,7569;0,7569;125;165;6449;6894;91558;74815;798;1272;679;165;6115;6603
79;35;2729;891;3620;437;1003;1095;345;0,6965;0,2396;151;216;8355;5744;99315;85411;949;1357;652;1317;70;35;2418;891;3309;320;1120;320;1120;0,7778;0,7778;138;178;8355;5744;99913;80559;949;1357;652;-243;6929;9787
80;27;2764;687;3451;400;1040;460;980;0,7222;0,6806;144;197;5690;6430;104960;91841;974;1340;676;951;91;0;3144;0;3144;495;945;250;1190;0,6563;0,8264;131;203;5690;6430;105603;86989;974;1340;676;-609;6595;5756
103;0;3558;0;3558;425;1015;1050;390;0,7049;0,2708;148;216;6841;6118;111758;97959;874;1385;693;440;102;0;3524;0;3524;250;1190;100;1340;0,8264;0,9306;147;178;6841;6118;112444;93107;874;1385;693;-1120;7082;6841
56;38;1935;967;2902;285;1155;205;1235;0,8021;0,8576;121;148;6689;1411;118437;99370;1540;1452;626;528;100;6;3455;153;3607;345;1095;95;1345;0,7604;0,934;150;198;6689;1411;119133;94518;1540;1452;626;-1032;6509;6689
78;14;2695;356;3051;390;1050;250;1190;0,7292;0,8264;127;170;5910;5816;124307;105186;1187;1422;745;293;94;10;3247;255;3502;335;1105;135;1305;0,7674;0,9063;146;191;5910;5816;125043;100334;1187;1422;745;-1267;6553;7391
92;16;3178;407;3585;188;1252;123;1317;0,8694;0,9146;149;173;6689;6690;130949;111876;1266;1422;709;137;82;0;2833;0;2833;360;1080;300;1140;0,75;0,7917;118;164;6689;6690;131732;107024;1266;1422;709;-1423;6418;7689
114;0;3938;0;3938;245;1195;1440;0;0,8299;0;164;200;7110;5591;144717;123823;603;1336;553;-649;54;0;1865;0;1865;640;800;705;735;0,5556;0,5104;78;170;7110;5591;145584;118971;603;1336;553;-2209;5804;7110
